26	63	91	59	52	74	48	70	2	44	34	99
9	6	75	78	99	58	34	57	21	46	47	15
73	36	68	97	98	46	13	41	66	90	21	41
43	38	64	31	49	69	72	12	96	42	8	98
83	35	47	43	53	6	84	8	81	94	86	60
64	56	58	73	18	97	41	67	57	90	18	75
45	47	17	16	72	84	58	66	15	91	72	98
39	42	49	89	29	79	65	11	27	44	5	33
73	75	30	89	73	84	97	48	60	98	80	100
73	32	89	20	86	68	65	51	59	90	43	45
26	3	15	14	94	62	55	80	26	60	67	77
87	17	6	53	15	68	87	69	52	72	85	65
65	72	23	72	51	99	1	36	75	87	36	89
49	41	28	40	21	32	73	64	29	69	56	60
28	13	10	88	47	36	25	77	54	14	13	87
98	89	74	3	74	9	43	67	9	11	68	99
53	5	67	43	89	78	18	89	68	1	88	55
100	81	56	85	77	62	22	96	76	25	3	78
27	75	26	15	99	89	45	96	42	54	77	20
76	7	38	93	21	38	72	19	30	96	2	62
26	74	98	85	82	80	55	45	87	53	76	58
28	5	97	83	56	16	3	40	39	63	67	8
30	41	76	7	83	54	80	32	27	13	0	72
67	13	76	94	46	46	77	27	75	68	8	11
57	78	34	78	46	99	50	31	35	93	50	56
23	28	15	40	98	8	70	59	42	2	7	94
22	21	29	28	34	32	60	47	14	19	41	75
7	37	90	28	57	54	89	88	84	73	25	6
36	50	77	41	11	27	74	89	52	29	59	64
48	32	19	20	9	30	39	84	77	53	13	41
73	77	93	31	44	27	71	58	5	52	84	20
92	28	24	74	63	81	22	97	39	60	57	6
40	38	87	94	10	24	97	6	85	75	27	57
13	15	96	22	21	75	32	10	3	82	28	14
32	100	67	38	31	10	97	0	65	24	17	79
65	61	11	87	87	94	14	81	59	59	100	22
78	25	31	98	22	89	48	32	18	3	18	81
13	9	77	92	37	92	85	77	97	38	90	66
66	32	3	49	93	48	23	47	91	56	63	86
18	84	45	63	12	93	96	13	59	6	56	0
56	30	18	96	60	24	82	62	40	85	46	6
21	91	99	40	82	91	86	53	39	100	26	9
0	61	19	63	22	24	73	47	56	63	92	11
89	9	100	32	59	60	23	32	78	58	19	40
94	49	93	16	62	81	35	36	95	37	13	85
44	53	95	9	37	69	35	35	10	32	94	1
62	64	15	97	97	63	96	49	74	70	54	95
97	8	96	78	35	57	38	19	78	67	11	44
63	32	22	21	92	28	74	3	20	21	46	55
70	57	83	69	2	46	16	47	72	19	7	86
92	8	12	70	11	45	81	34	27	48	77	16
12	34	22	28	29	67	42	63	26	85	22	4
100	66	96	26	70	27	10	37	67	71	60	100
89	53	50	44	6	26	24	19	2	76	14	55
31	46	3	13	18	8	96	18	72	80	50	63
95	20	89	38	11	47	85	8	96	61	51	36
71	10	28	35	47	12	60	38	6	16	89	17
17	36	22	8	100	33	0	44	43	59	76	66
34	15	35	78	11	7	100	94	54	14	81	40
75	49	1	33	21	72	39	38	14	60	26	82
21	87	44	74	12	92	36	97	53	59	38	37
33	26	95	91	75	73	99	27	68	7	70	51
74	58	40	10	2	78	67	90	11	62	38	70
36	73	62	16	61	10	75	63	6	46	14	63
93	64	55	58	37	34	79	4	1	88	27	98
38	70	86	93	48	68	1	92	70	100	75	96
40	70	95	93	10	87	32	31	93	7	27	2
25	27	76	27	2	40	90	61	69	48	99	46
48	18	7	20	30	40	16	54	98	98	53	38
26	58	48	31	54	26	41	43	84	40	43	6
16	40	97	14	3	16	3	93	73	17	18	92
36	51	25	27	62	10	35	95	59	83	42	96
49	38	64	59	1	35	77	75	40	19	54	25
23	75	76	7	27	71	23	2	91	7	96	18
60	2	7	14	55	71	45	21	79	47	76	100
67	84	0	13	80	51	85	88	76	49	57	18
56	66	64	63	69	97	51	58	66	8	64	3
66	45	28	67	42	69	42	87	0	17	83	60
61	69	19	30	84	36	94	82	24	69	93	74
94	16	41	99	35	34	45	18	13	79	29	52
75	41	75	86	28	59	47	39	78	39	31	3
6	73	46	58	50	73	44	31	54	11	32	44
17	43	59	37	87	9	80	32	18	72	88	70
61	78	97	55	64	18	77	46	45	11	70	7
12	64	77	5	87	32	57	77	44	4	46	9
20	47	83	3	91	6	100	86	15	35	75	38
51	18	91	84	21	34	77	53	56	12	27	92
60	63	46	36	28	46	49	2	17	75	72	74
52	86	12	85	1	58	42	66	48	52	81	8
88	46	20	21	10	88	32	47	44	23	78	35
58	49	12	1	10	7	85	17	53	71	37	38
43	24	95	80	56	93	43	32	1	11	91	10
42	0	45	25	68	42	94	98	15	1	21	73
8	51	1	94	15	44	48	54	43	4	14	14
91	71	67	4	0	2	28	9	11	64	66	15
16	6	74	69	26	42	93	48	22	74	94	85
42	77	43	59	19	40	44	86	59	37	64	73
0	37	85	80	91	5	35	51	4	89	100	76
81	80	54	11	40	9	85	12	66	73	49	3
93	2	95	97	16	46	81	63	56	33	53	65
75	66	91	23	11	83	64	38	41	70	57	37
90	77	66	61	52	26	8	95	3	5	78	7
4	54	57	19	98	66	5	42	16	10	4	56
4	28	70	6	26	66	27	1	52	30	50	81
13	33	95	74	24	24	82	16	52	12	21	91
53	2	54	99	98	48	83	26	75	7	43	33
38	1	66	99	63	59	17	40	7	88	12	44
33	32	69	3	50	2	96	0	47	60	20	67
59	97	2	12	7	98	82	77	36	84	98	2
92	63	1	14	12	21	72	69	13	100	20	17
9	42	73	100	69	18	21	78	10	83	69	94
62	32	41	67	94	78	61	95	30	66	43	10
87	96	40	14	35	85	85	95	9	32	57	11
89	49	72	41	56	71	39	61	16	99	81	71
23	27	87	8	37	88	53	60	32	30	78	10
67	2	64	80	37	81	9	7	17	68	14	67
24	60	61	20	61	39	85	9	6	8	34	72
8	2	78	42	31	39	67	92	76	38	45	78
63	9	100	50	57	69	75	61	70	64	31	29
28	64	2	14	34	82	4	99	56	60	76	41
96	11	15	21	43	89	51	98	39	76	77	91
73	76	65	53	43	15	48	68	75	10	83	96
42	42	99	45	93	69	1	35	27	1	9	8
30	27	6	58	98	12	56	25	92	47	31	22
80	71	43	34	97	100	77	22	64	50	65	23
37	97	15	88	98	61	52	27	40	4	16	42
63	23	12	50	98	65	33	61	4	19	54	98
4	72	99	50	86	0	80	68	92	88	7	77
65	52	94	40	99	95	59	4	19	62	44	9
90	75	16	34	52	86	57	12	10	25	59	51
54	53	21	55	97	18	66	23	48	61	1	78
33	41	52	15	47	63	85	37	62	24	95	70
50	34	15	34	54	82	5	19	37	79	43	89
100	24	33	82	70	73	36	99	93	55	3	36
77	77	66	34	58	76	68	78	46	58	44	95
54	79	16	62	90	42	67	69	75	84	99	11
15	6	93	76	60	37	16	65	36	28	17	31
75	59	57	11	64	10	26	64	72	26	41	7
12	56	11	32	88	78	55	49	24	59	91	8
45	75	20	40	70	21	74	10	17	13	37	45
7	10	80	63	41	95	4	17	16	94	16	87
84	95	23	5	30	30	23	55	31	38	89	44
99	65	80	40	10	97	51	84	42	72	2	0
46	1	82	37	4	25	8	94	94	65	39	96
98	69	48	63	100	25	90	81	13	86	50	50
79	44	32	49	37	13	54	75	19	54	41	29
30	98	99	26	78	81	1	43	57	53	66	61
30	43	67	91	55	18	35	87	25	50	38	56
19	60	79	9	29	1	84	79	45	13	72	90
43	29	65	25	80	71	59	13	69	38	16	84
0	5	20	17	41	92	12	16	29	55	43	86
36	69	12	83	47	0	18	19	86	94	39	41
33	74	80	64	80	70	15	82	27	95	88	43
38	85	62	83	84	59	3	81	12	86	25	83
78	88	93	51	29	41	49	91	43	10	30	35
2	74	18	60	70	31	90	33	89	40	87	54
52	9	30	83	41	26	80	79	91	77	90	80
60	92	77	13	76	38	66	16	72	10	72	74
24	2	66	55	28	54	93	40	42	81	87	9
26	25	49	74	33	65	45	38	33	61	41	89
64	45	77	87	72	34	5	57	98	62	34	25
0	33	26	46	32	52	27	45	14	26	81	5
91	51	53	2	10	36	51	76	3	66	38	40
40	82	38	30	64	62	18	47	69	95	44	8
57	1	57	57	63	49	39	25	72	86	49	74
66	4	62	82	71	87	45	91	62	95	75	54
33	98	51	5	19	88	55	43	32	71	99	59
83	31	29	73	22	35	77	73	80	33	89	18
85	60	8	46	91	64	55	36	30	6	98	21
25	8	77	77	59	55	92	83	65	58	68	43
43	47	88	66	23	36	64	38	47	28	6	44
97	74	76	48	94	5	20	13	30	10	3	31
84	98	86	98	45	42	11	84	96	63	71	64
67	84	89	75	44	12	17	45	59	46	54	55
86	16	82	7	16	12	33	25	48	50	82	90
46	57	17	26	20	4	88	90	12	83	6	73
42	90	90	51	20	12	39	55	12	32	49	15
87	88	78	73	54	57	40	55	5	44	29	32
82	59	23	73	26	12	32	24	88	60	56	23
93	68	63	95	57	1	18	53	12	54	77	11
19	43	75	35	86	34	84	66	37	2	22	94
19	48	76	14	44	74	47	16	84	13	89	25
82	38	74	59	20	27	32	64	90	40	12	31
80	20	87	94	67	95	90	29	99	50	96	10
27	19	2	88	97	3	38	88	65	91	81	63
94	82	76	95	72	35	41	64	89	21	10	50
93	39	44	33	87	73	11	93	8	15	38	87
87	48	44	81	25	33	15	90	9	24	99	71
56	20	66	19	46	100	76	75	5	63	88	93
70	31	67	10	8	20	43	28	89	11	18	7
19	5	4	78	87	54	21	25	30	65	1	9
52	96	96	52	42	12	15	79	32	28	74	11
98	89	27	60	70	68	17	78	61	73	30	45
46	66	31	73	53	50	4	54	88	45	70	13
26	16	28	74	38	39	25	73	63	42	15	60
57	34	32	33	45	62	37	45	91	17	1	95
37	13	11	98	87	88	9	61	62	77	39	81
89	45	44	70	66	87	20	13	69	54	18	83
77	77	78	43	29	51	10	1	22	18	11	92
23	73	18	13	49	1	7	17	77	79	39	60
77	11	97	0	12	97	87	77	86	49	100	43
19	44	27	45	69	67	96	34	29	50	59	32
51	88	36	1	40	62	69	9	63	41	60	81
22	32	5	60	13	1	67	96	28	70	68	33
21	39	90	94	63	55	77	34	11	6	64	37
31	24	99	79	28	46	2	42	70	40	71	98
58	78	84	33	12	22	41	25	19	82	53	48
26	52	29	15	78	26	28	60	83	45	55	6
14	32	12	23	57	75	64	54	25	49	22	49
67	32	37	36	23	88	80	50	16	25	79	18
51	72	33	55	72	21	70	12	14	31	44	31
20	40	71	69	23	99	81	1	54	1	4	100
99	96	53	77	72	5	73	76	46	81	74	29
37	2	12	44	84	62	94	71	20	50	11	56
53	99	12	69	32	81	0	45	70	68	48	28
14	42	19	18	94	44	87	53	17	61	48	69
8	10	57	86	72	92	66	34	26	6	20	94
78	33	16	14	30	16	100	75	18	23	42	68
45	25	41	62	2	20	19	59	56	5	62	13
12	24	14	57	41	90	34	44	14	88	51	39
25	39	0	31	16	23	78	56	92	15	64	75
5	72	0	92	43	76	80	27	77	58	13	13
3	65	79	32	49	26	23	56	13	80	90	21
63	71	21	19	19	73	37	77	60	8	44	91
72	3	95	32	51	80	99	30	27	75	56	10
16	8	51	90	23	91	73	53	31	100	48	67
58	59	61	66	71	72	88	89	93	94	97	98
100	19	17	63	67	15	29	27	91	68	1	13
42	13	90	76	77	92	83	22	17	83	82	44
70	75	39	35	89	55	47	98	8	32	28	80
74	0	22	20	9	71	12	66	54	52	58	14
75	52	7	49	52	42	90	16	32	56	19	83
1	2	3	4	5	6	8	9	12	16	18	28
69	18	41	89	39	52	62	58	30	69	94	74
91	76	7	29	91	47	60	64	58	10	80	79
19	63	85	97	63	60	46	86	70	95	64	66
58	59	61	66	71	72	88	89	93	94	97	98
100	16	45	25	81	61	60	8	50	36	89	1
93	78	29	56	1	80	48	28	44	12	89	77
40	68	63	44	90	44	13	9	89	44	23	66
99	99	89	23	96	70	100	5	31	27	90	93
53	57	61	73	6	89	47	35	63	83	96	22
42	31	71	78	82	67	79	74	78	7	72	95
23	87	50	61	3	61	97	53	84	31	96	32
65	54	10	45	91	11	14	61	80	84	98	11
20	71	55	77	73	16	39	31	3	5	43	89
49	73	42	48	48	36	8	97	21	1	66	40
65	2	0	75	81	65	70	46	44	92	18	5
57	48	100	81	51	42	80	61	30	22	99	63
87	11	69	61	100	34	33	99	33	61	53	76
68	11	76	38	5	26	79	33	5	11	74	0
55	38	79	78	2	6	48	37	5	49	41	24
12	86	32	80	9	71	97	80	38	86	33	16
22	58	4	7	66	12	68	27	29	4	98	14
68	76	55	69	94	19	18	87	37	92	21	22
52	37	85	38	24	92	11	67	86	14	34	81
11	43	6	25	13	66	60	73	20	71	2	3
16	29	21	41	25	1	44	82	41	56	55	18
93	73	17	95	40	4	64	18	19	19	61	5
77	81	82	70	3	35	68	79	92	30	62	43
61	95	64	82	35	36	27	59	70	77	78	93
97	1	15	75	38	95	99	15	40	87	77	5
43	54	17	51	92	55	42	6	84	82	48	69
21	4	21	63	59	67	91	52	37	89	64	73
47	41	22	91	36	0	73	10	8	52	20	70
94	70	52	64	64	65	65	95	73	62	24	81
58	91	60	89	1	75	40	43	90	85	19	99
39	82	33	13	40	13	51	39	78	44	37	36
24	90	2	30	100	55	6	0	55	48	27	100
94	40	25	76	54	20	90	20	87	72	30	25
33	0	61	88	41	16	41	86	48	57	67	95
53	49	45	37	44	16	90	11	73	33	83	3
